hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
,,,,,,,,,25.0,0.0,6.0,13.0,mobile,33,0.45,0.05,10,9,0.28,24,78,0.49,0.61,0.4,0.9
,,,,,,,,,9529.0,396.0,1467.0,3714.0,web,20,0.45,0.05,23,6,0.65,10,118,0.35,0.58,0.72,0.7
,,,,,,,,,4598.0,60.0,436.0,1377.0,mobile,65,0.24,0.13,2,9,0.42,23,176,0.85,0.69,0.68,0.89
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,35,0.13,0.01,12,9,0.73,16,90,0.34,0.29,0.56,0.75
,,,,,,,,,2519.0,208.0,519.0,706.0,mobile,73,0.39,0.15,24,3,0.73,18,49,0.87,0.14,0.98,0.14
,,,,,,,,,3318.0,70.0,680.0,1028.0,mobile,65,0.22,0.1,22,5,0.76,21,78,0.59,0.75,0.13,0.96
,,,,,,,,,1521.0,64.0,160.0,543.0,web,71,0.41,0.1,12,4,0.99,11,80,0.61,0.2,0.49,0.19
,,,,,,,,,1510.0,11.0,344.0,399.0,mobile,22,0.28,0.01,19,0,0.51,5,73,0.77,0.11,0.62,0.49
,,,,,,,,,2520.0,6.0,268.0,961.0,web,54,0.29,0.09,19,7,0.57,21,17,0.72,0.36,0.99,0.38
,,,,,,,,,412.0,4.0,93.0,136.0,mobile,60,0.41,0.07,21,6,0.84,10,80,0.44,0.83,0.54,0.35
,,,,,,,,,25.0,0.0,6.0,13.0,mobile,25,0.25,0.02,3,4,0.66,8,95,0.32,0.08,0.44,0.78
,,,,,,,,,1307.0,60.0,418.0,304.0,mobile,44,0.28,0.04,6,9,0.23,18,53,0.77,0.2,0.92,0.29
,,,,,,,,,27.0,0.0,4.0,16.0,mobile,32,0.25,0.13,2,9,0.87,12,47,0.38,0.48,0.51,0.54
,,,,,,,,,231.0,0.0,32.0,82.0,mobile,72,0.25,0.08,24,6,0.24,22,126,0.66,0.29,0.94,0.34
,,,,,,,,,32.0,0.0,14.0,12.0,web,53,0.31,0.06,13,9,0.34,24,158,0.87,0.72,0.75,0.89
,,,,,,,,,1085.0,2.0,51.0,477.0,mobile,27,0.42,0.01,9,2,0.28,17,13,0.63,0.67,0.17,0.16
,,,,,,,,,14.0,0.0,2.0,8.0,mobile,40,0.24,0.11,13,7,0.26,12,169,0.47,0.84,0.17,0.18
,,,,,,,,,602.0,0.0,34.0,235.0,mobile,53,0.31,0.11,23,4,0.22,20,64,0.41,0.2,0.32,0.11
,,,,,,,,,1879.0,78.0,184.0,676.0,mobile,23,0.37,0.09,14,1,0.24,9,102,0.32,0.65,0.07,0.76
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,44,0.21,0.08,19,1,0.55,7,68,0.67,0.77,0.54,0.16
,,,,,,,,,27.0,0.0,6.0,14.0,mobile,34,0.21,0.07,11,3,0.4,17,103,0.63,0.06,0.86,0.53
,,,,,,,,,4458.0,31.0,1291.0,1334.0,web,23,0.47,0.09,14,6,0.3,19,76,0.58,0.04,0.4,0.77
,,,,,,,,,4118.0,49.0,1036.0,1443.0,web,64,0.39,0.04,16,9,0.73,8,14,0.42,0.56,0.65,0.12
,,,,,,,,,124.0,10.0,2.0,51.0,mobile,79,0.33,0.14,10,3,0.38,7,92,0.44,0.59,0.98,0.93
,,,,,,,,,663.0,4.0,299.0,150.0,mobile,31,0.36,0.09,20,8,0.22,6,81,0.88,0.39,0.19,0.28
,,,,,,,,,1532.0,6.0,314.0,615.0,web,51,0.11,0.05,16,1,0.53,8,136,0.31,0.04,0.36,0.79
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,51,0.35,0.07,2,5,0.45,10,46,0.52,0.4,0.02,0.79
,,,,,,,,,3505.0,72.0,511.0,1013.0,mobile,47,0.3,0.12,16,3,0.45,8,36,0.32,0.64,0.23,0.35
,,,,,,,,,24231.0,315.0,6147.0,8731.0,mobile,32,0.32,0.02,14,5,0.56,21,22,0.41,0.7,0.78,0.55
,,,,,,,,,22.0,0.0,4.0,12.0,mobile,50,0.24,0.04,21,9,0.74,11,143,0.86,0.49,0.66,0.63
,,,,,,,,,22.0,0.0,0.0,15.0,mobile,33,0.13,0.1,18,8,0.69,22,74,0.39,0.53,0.78,0.42
,,,,,,,,,3693.0,44.0,274.0,1497.0,web,39,0.18,0.05,6,9,0.95,14,167,0.66,0.67,0.43,0.36
,,,,,,,,,1894.0,0.0,694.0,471.0,web,37,0.48,0.12,7,8,0.61,21,50,0.51,0.45,0.74,0.85
,,,,,,,,,43144.0,70.0,27042.0,5794.0,mobile,48,0.26,0.02,13,8,0.58,8,24,0.68,0.26,0.6,0.2
,,,,,,,,,63.0,45.0,0.0,0.0,web,79,0.29,0.11,2,8,0.37,23,142,0.81,0.22,0.33,0.79
,,,,,,,,,101.0,2.0,16.0,36.0,mobile,25,0.12,0.01,15,2,0.8,11,24,0.47,0.75,0.41,0.2
,,,,,,,,,9.0,0.0,0.0,6.0,mobile,51,0.12,0.0,17,8,0.31,17,10,0.35,0.49,0.54,0.7
,,,,,,,,,18.0,0.0,0.0,12.0,web,48,0.39,0.13,13,2,0.59,7,24,0.42,0.62,0.96,0.29
,,,,,,,,,2245.0,38.0,454.0,707.0,mobile,62,0.32,0.09,7,9,0.54,12,57,0.56,0.47,0.93,0.93
,,,,,,,,,9148.0,446.0,831.0,3075.0,mobile,21,0.3,0.05,1,2,0.73,15,81,0.61,0.82,0.99,0.61
,,,,,,,,,116.0,0.0,16.0,31.0,mobile,79,0.2,0.03,3,4,0.93,20,126,0.87,0.5,0.02,0.53
,,,,,,,,,310.0,0.0,22.0,102.0,mobile,42,0.4,0.09,20,5,0.96,24,36,0.31,0.99,0.72,0.3
,,,,,,,,,144.0,4.0,2.0,59.0,mobile,38,0.17,0.08,18,8,0.33,23,167,0.75,0.24,0.89,0.51
,,,,,,,,,2548.0,46.0,981.0,570.0,mobile,50,0.18,0.15,7,0,0.41,13,69,0.34,0.14,0.74,0.07
,,,,,,,,,34.0,0.0,2.0,22.0,mobile,70,0.28,0.15,21,7,0.85,14,75,0.35,0.37,0.42,0.14
,,,,,,,,,18.0,0.0,0.0,13.0,mobile,24,0.21,0.1,17,3,0.61,10,61,0.69,0.92,0.72,0.3
,,,,,,,,,31.0,0.0,10.0,14.0,mobile,38,0.2,0.07,12,9,0.56,7,90,0.85,0.85,0.44,0.95
,,,,,,,,,19.0,0.0,0.0,12.0,mobile,53,0.36,0.07,16,6,0.77,24,44,0.47,0.25,0.71,0.47
,,,,,,,,,209.0,10.0,42.0,70.0,mobile,29,0.36,0.1,24,5,0.68,12,130,0.46,0.6,0.78,0.4
,,,,,,,,,167.0,0.0,44.0,43.0,mobile,44,0.43,0.02,10,5,0.98,10,51,0.67,0.59,0.84,0.77
,,,,,,,,,525.0,60.0,78.0,146.0,mobile,21,0.27,0.05,23,6,0.67,12,54,0.77,0.29,0.73,0.69
,,,,,,,,,3680.0,136.0,1605.0,848.0,web,30,0.13,0.01,16,3,0.57,18,61,0.82,0.24,0.16,0.66
,,,,,,,,,9160.0,292.0,2669.0,2104.0,mobile,69,0.21,0.01,20,5,0.63,12,160,0.45,0.39,0.94,0.61
,,,,,,,,,13973.0,195.0,4121.0,3564.0,mobile,50,0.49,0.03,18,2,0.85,15,166,0.74,0.79,0.21,0.13
,,,,,,,,,1674.0,34.0,76.0,1057.0,web,75,0.34,0.07,15,4,0.69,14,38,0.48,0.19,0.36,0.39
,,,,,,,,,5116.0,88.0,673.0,1528.0,mobile,34,0.38,0.12,23,1,0.72,14,66,0.63,0.45,0.43,0.9
,,,,,,,,,346.0,6.0,36.0,110.0,mobile,28,0.1,0.07,11,2,0.98,15,28,0.41,0.48,0.71,0.96
,,,,,,,,,10057.0,0.0,3115.0,2665.0,mobile,42,0.31,0.05,18,8,0.69,5,17,0.39,0.94,0.7,0.43
,,,,,,,,,168.0,14.0,0.0,25.0,mobile,38,0.12,0.01,6,5,0.5,19,144,0.86,0.3,0.96,0.0
,,,,,,,,,4307.0,34.0,2346.0,745.0,mobile,28,0.33,0.08,1,2,0.75,9,148,0.63,0.02,0.19,0.5
,,,,,,,,,28.0,0.0,4.0,16.0,web,54,0.47,0.04,23,1,0.73,18,75,0.3,0.69,0.45,0.23
,,,,,,,,,27.0,0.0,8.0,13.0,web,40,0.49,0.09,7,4,0.21,24,92,0.78,0.76,0.2,0.19
,,,,,,,,,455.0,16.0,107.0,152.0,mobile,28,0.32,0.15,12,9,0.57,12,165,0.71,0.7,0.67,0.28
,,,,,,,,,4783.0,30.0,1252.0,1199.0,mobile,47,0.28,0.02,20,4,0.79,21,37,0.5,0.7,0.21,0.12
,,,,,,,,,7734.0,12.0,1357.0,2568.0,mobile,65,0.48,0.03,4,0,0.6,8,98,0.58,0.48,0.87,0.05
,,,,,,,,,6924.0,246.0,1589.0,2366.0,mobile,70,0.37,0.07,10,2,0.82,8,84,0.57,0.02,0.98,0.44
,,,,,,,,,329.0,0.0,116.0,93.0,mobile,26,0.13,0.15,21,6,0.56,22,49,0.46,0.73,0.32,0.26
,,,,,,,,,3913.0,10.0,1165.0,1002.0,mobile,35,0.29,0.12,2,8,0.99,23,139,0.89,0.94,0.74,0.26
,,,,,,,,,2020.0,209.0,434.0,590.0,web,35,0.2,0.13,9,4,0.43,7,85,0.63,0.16,0.53,0.22
,,,,,,,,,407.0,0.0,82.0,100.0,mobile,79,0.29,0.05,10,3,0.27,13,85,0.84,0.07,0.36,0.5
,,,,,,,,,9442.0,8.0,225.0,3776.0,mobile,52,0.28,0.15,20,2,0.54,11,123,0.65,0.27,0.19,0.73
,,,,,,,,,17.0,0.0,2.0,10.0,mobile,23,0.33,0.02,11,9,0.63,6,162,0.71,0.85,0.72,0.66
,,,,,,,,,881.0,0.0,332.0,176.0,web,23,0.24,0.01,14,8,0.48,13,104,0.32,0.11,0.16,0.98
,,,,,,,,,4594.0,4.0,132.0,2286.0,web,58,0.17,0.13,3,6,0.39,10,63,0.61,0.72,0.28,0.91
,,,,,,,,,3518.0,4.0,419.0,1197.0,mobile,59,0.3,0.14,1,6,0.74,10,154,0.73,0.06,0.92,0.42
,,,,,,,,,247.0,0.0,4.0,94.0,mobile,36,0.43,0.01,7,7,0.5,20,149,0.37,0.03,0.51,0.81
,,,,,,,,,5967.0,418.0,195.0,2175.0,mobile,56,0.37,0.02,4,9,0.71,6,11,0.71,0.89,0.85,0.18
,,,,,,,,,4232.0,68.0,840.0,1610.0,web,58,0.24,0.0,7,0,0.82,20,89,0.35,0.77,0.77,0.21
,,,,,,,,,15608.0,682.0,3415.0,4912.0,mobile,79,0.47,0.02,16,3,0.81,7,74,0.78,0.6,0.38,0.7
,,,,,,,,,51.0,0.0,8.0,29.0,mobile,71,0.46,0.03,10,4,0.5,20,61,0.89,0.17,0.22,0.22
,,,,,,,,,990.0,58.0,430.0,211.0,web,48,0.18,0.15,15,4,0.65,16,43,0.68,0.28,0.1,0.45
,,,,,,,,,22.0,0.0,2.0,14.0,mobile,71,0.12,0.1,16,0,0.56,7,54,0.35,0.05,0.96,0.32
,,,,,,,,,16.0,0.0,0.0,11.0,mobile,55,0.4,0.12,6,2,0.9,15,138,0.65,0.65,0.32,0.23
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,79,0.43,0.12,4,1,0.9,15,109,0.74,0.69,0.67,0.15
,,,,,,,,,33512.0,364.0,14756.0,7866.0,mobile,57,0.49,0.08,4,6,0.47,20,61,0.86,0.33,0.73,0.61
,,,,,,,,,9079.0,294.0,1670.0,2895.0,mobile,58,0.46,0.12,24,4,0.27,9,76,0.33,0.34,0.2,0.06
,,,,,,,,,221.0,0.0,0.0,97.0,web,69,0.34,0.09,23,2,0.33,24,107,0.77,0.63,0.69,0.7
,,,,,,,,,18901.0,90.0,4795.0,5907.0,mobile,56,0.31,0.05,4,7,0.49,12,85,0.38,0.95,0.01,0.89
,,,,,,,,,1941.0,608.0,493.0,227.0,mobile,71,0.11,0.08,22,0,0.65,15,65,0.77,0.39,0.42,0.34
,,,,,,,,,778.0,156.0,156.0,143.0,mobile,54,0.2,0.08,22,0,0.73,15,118,0.83,0.49,0.35,0.41
,,,,,,,,,491.0,2.0,144.0,153.0,web,26,0.28,0.12,17,5,0.47,22,59,0.82,0.7,0.93,0.59
,,,,,,,,,571.0,204.0,28.0,125.0,mobile,46,0.35,0.15,13,0,0.73,23,110,0.69,0.34,0.99,0.67
,,,,,,,,,559.0,2.0,129.0,154.0,mobile,47,0.32,0.06,2,3,0.95,14,128,0.6,0.87,0.29,0.54
,,,,,,,,,81.0,0.0,0.0,39.0,mobile,41,0.4,0.11,20,5,0.72,8,162,0.82,0.85,0.61,0.69
,,,,,,,,,3182.0,0.0,1129.0,813.0,mobile,33,0.21,0.01,6,0,0.33,14,149,0.61,0.67,0.75,0.81
,,,,,,,,,157.0,92.0,6.0,26.0,web,26,0.33,0.12,22,8,0.66,18,124,0.41,0.54,0.19,0.99
,,,,,,,,,96.0,8.0,2.0,31.0,mobile,56,0.14,0.06,1,3,0.63,10,82,0.87,0.98,0.69,0.39
,,,,,,,,,202.0,0.0,18.0,97.0,web,41,0.27,0.01,8,8,0.9,9,65,0.52,0.7,0.26,0.58
,,,,,,,,,337.0,0.0,2.0,142.0,mobile,24,0.4,0.05,18,8,0.48,19,59,0.67,0.64,0.17,0.38
,,,,,,,,,666.0,2.0,80.0,242.0,mobile,74,0.38,0.09,21,5,0.54,9,165,0.42,0.88,0.85,0.24
,,,,,,,,,82.0,0.0,10.0,39.0,web,21,0.5,0.02,4,6,0.68,10,12,0.37,0.55,0.5,1.0
,,,,,,,,,1368.0,8.0,334.0,357.0,mobile,46,0.21,0.14,5,0,0.62,23,175,0.63,0.24,0.3,0.01
,,,,,,,,,31.0,0.0,0.0,21.0,web,40,0.3,0.01,5,4,0.78,24,73,0.63,0.14,0.4,0.06
,,,,,,,,,1392.0,116.0,220.0,474.0,web,73,0.23,0.14,15,2,0.23,21,63,0.52,0.47,0.41,0.58
,,,,,,,,,753.0,32.0,154.0,218.0,web,57,0.28,0.11,10,9,0.65,18,45,0.49,0.52,0.77,0.71
,,,,,,,,,43.0,0.0,6.0,20.0,mobile,34,0.44,0.05,8,9,0.3,15,53,0.52,0.83,0.89,0.73
,,,,,,,,,3746.0,42.0,880.0,1240.0,mobile,40,0.37,0.06,7,5,0.45,18,128,0.78,0.14,0.48,0.7
,,,,,,,,,27.0,0.0,6.0,14.0,mobile,29,0.45,0.11,12,3,0.73,9,102,0.51,0.68,0.32,0.79
,,,,,,,,,381.0,0.0,0.0,158.0,web,42,0.18,0.09,11,8,0.33,17,150,0.85,0.3,0.73,0.74
,,,,,,,,,2797.0,28.0,1023.0,674.0,mobile,77,0.45,0.1,13,6,0.45,16,141,0.37,0.94,0.91,0.55
,,,,,,,,,4814.0,100.0,1799.0,1133.0,mobile,75,0.12,0.06,15,3,0.76,23,79,0.86,0.47,0.11,0.47
,,,,,,,,,48.0,2.0,8.0,23.0,mobile,58,0.46,0.07,17,5,0.72,14,111,0.71,0.62,0.8,0.72
,,,,,,,,,28353.0,2568.0,7467.0,7910.0,mobile,24,0.23,0.15,22,1,0.27,17,20,0.51,0.65,0.56,0.73
,,,,,,,,,1660.0,6.0,521.0,461.0,mobile,20,0.23,0.03,22,2,0.66,19,119,0.3,0.09,0.87,0.33
,,,,,,,,,1485.0,28.0,583.0,359.0,mobile,32,0.3,0.06,18,6,0.32,24,70,0.78,0.85,0.51,0.0
,,,,,,,,,624.0,4.0,134.0,230.0,mobile,40,0.48,0.04,8,3,0.4,17,177,0.88,0.16,0.86,0.31
,,,,,,,,,4774.0,49.0,750.0,1811.0,web,45,0.12,0.11,6,9,0.57,8,141,0.89,0.4,0.55,0.53
,,,,,,,,,3062.0,104.0,700.0,890.0,mobile,69,0.24,0.11,11,6,0.29,13,164,0.55,0.67,0.14,0.53
,,,,,,,,,2889.0,28.0,599.0,888.0,mobile,64,0.44,0.04,9,8,0.99,23,25,0.34,0.06,0.0,0.38
,,,,,,,,,11.0,0.0,2.0,6.0,mobile,40,0.26,0.01,5,4,0.33,24,16,0.49,0.58,0.62,0.93
,,,,,,,,,970.0,42.0,161.0,269.0,mobile,72,0.18,0.0,7,0,0.83,11,20,0.49,0.41,0.59,0.48
,,,,,,,,,1129.0,0.0,518.0,322.0,mobile,37,0.27,0.06,22,4,0.86,19,73,0.36,0.06,0.21,0.14
,,,,,,,,,40.0,0.0,15.0,16.0,mobile,56,0.25,0.06,15,5,1.0,21,137,0.61,0.73,0.85,0.19
,,,,,,,,,6700.0,8.0,1030.0,2240.0,mobile,64,0.47,0.15,21,1,0.54,18,15,0.66,0.5,0.87,0.09
,,,,,,,,,1377.0,110.0,126.0,453.0,mobile,51,0.4,0.07,22,7,0.9,18,129,0.74,0.3,0.8,0.27
,,,,,,,,,2767.0,42.0,554.0,975.0,web,55,0.3,0.04,4,1,0.97,13,57,0.33,0.08,0.94,0.3
,,,,,,,,,16498.0,291.0,2511.0,6099.0,web,36,0.5,0.13,19,8,0.34,20,78,0.47,0.55,0.51,0.33
,,,,,,,,,79.0,8.0,14.0,29.0,mobile,54,0.29,0.07,13,1,0.58,6,130,0.51,0.31,0.7,0.84
,,,,,,,,,514.0,0.0,4.0,231.0,mobile,68,0.12,0.09,1,2,0.25,18,15,0.84,0.95,0.9,0.77
,,,,,,,,,14.0,0.0,0.0,5.0,mobile,79,0.2,0.01,1,7,0.7,8,94,0.84,0.59,0.46,0.5
,,,,,,,,,35.0,14.0,4.0,9.0,mobile,30,0.27,0.06,22,5,0.67,7,119,0.46,0.29,0.62,0.44
,,,,,,,,,1605.0,2.0,83.0,630.0,mobile,40,0.16,0.14,14,0,0.36,7,37,0.59,0.53,0.51,0.38
,,,,,,,,,270.0,0.0,58.0,88.0,mobile,71,0.48,0.09,9,3,0.84,15,118,0.55,0.54,0.98,0.01
,,,,,,,,,42.0,0.0,7.0,23.0,mobile,74,0.41,0.05,24,4,0.23,9,142,0.62,0.73,0.44,0.92
,,,,,,,,,208.0,6.0,8.0,83.0,mobile,72,0.21,0.09,12,2,0.84,20,90,0.47,0.9,0.32,0.29
,,,,,,,,,61.0,2.0,2.0,30.0,web,45,0.34,0.14,18,0,0.22,23,110,0.58,0.96,0.63,0.84
,,,,,,,,,8.0,0.0,0.0,0.0,web,23,0.39,0.04,9,2,0.73,13,67,0.39,0.72,0.28,0.74
,,,,,,,,,56.0,0.0,18.0,24.0,web,53,0.48,0.08,8,8,0.26,15,33,0.73,0.55,0.86,0.11
,,,,,,,,,3332.0,25.0,817.0,1043.0,web,71,0.45,0.14,14,1,0.4,16,168,0.52,0.22,0.89,0.31
,,,,,,,,,533.0,0.0,95.0,179.0,mobile,67,0.31,0.03,9,0,0.78,12,178,0.63,0.4,0.35,0.48
,,,,,,,,,26.0,0.0,0.0,16.0,web,79,0.41,0.11,20,6,0.42,18,77,0.66,0.49,0.36,0.26
,,,,,,,,,3064.0,524.0,556.0,658.0,mobile,37,0.32,0.09,2,6,0.61,21,116,0.8,0.13,0.09,0.4
,,,,,,,,,10.0,0.0,0.0,7.0,mobile,59,0.32,0.1,1,4,0.93,24,19,0.35,0.26,0.26,0.28
,,,,,,,,,19.0,0.0,4.0,10.0,mobile,54,0.15,0.05,13,1,0.24,19,174,0.59,0.98,0.07,0.64
,,,,,,,,,2443.0,40.0,639.0,668.0,mobile,60,0.15,0.05,10,0,0.85,19,158,0.84,0.76,0.76,0.36
,,,,,,,,,186.0,0.0,44.0,60.0,mobile,48,0.31,0.1,8,4,0.25,16,30,0.5,0.48,0.18,0.35
,,,,,,,,,5463.0,419.0,1482.0,1659.0,web,71,0.21,0.03,7,9,0.3,13,133,0.57,0.23,0.08,0.27
,,,,,,,,,226.0,0.0,24.0,87.0,mobile,48,0.11,0.06,24,3,0.3,16,122,0.35,0.57,0.16,0.8
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,57,0.39,0.03,12,8,1.0,23,106,0.75,0.23,0.38,0.65
,,,,,,,,,2053.0,110.0,643.0,391.0,mobile,61,0.11,0.0,17,4,0.34,16,147,0.35,0.19,0.42,0.72
,,,,,,,,,75.0,0.0,16.0,30.0,mobile,40,0.34,0.15,12,9,0.92,15,91,0.68,0.09,0.9,0.39
,,,,,,,,,403.0,0.0,228.0,75.0,mobile,61,0.32,0.06,16,1,0.99,10,106,0.52,0.35,0.28,0.84
,,,,,,,,,46.0,0.0,16.0,20.0,web,32,0.49,0.15,10,3,0.51,12,102,0.5,0.54,0.72,0.42
,,,,,,,,,1042.0,0.0,318.0,285.0,web,68,0.29,0.02,12,8,0.7,15,104,0.65,0.16,0.89,0.18
,,,,,,,,,3748.0,322.0,880.0,1189.0,mobile,60,0.13,0.09,11,7,0.82,7,33,0.64,0.2,0.86,0.51
,,,,,,,,,782.0,4.0,189.0,228.0,mobile,36,0.32,0.03,14,2,0.51,20,133,0.54,0.39,0.2,0.44
,,,,,,,,,153.0,6.0,10.0,60.0,mobile,75,0.44,0.12,22,7,0.33,10,149,0.47,0.49,0.28,0.09
,,,,,,,,,24.0,0.0,2.0,14.0,mobile,28,0.5,0.12,20,1,0.55,13,157,0.6,0.76,0.05,0.66
,,,,,,,,,128.0,0.0,6.0,56.0,mobile,60,0.27,0.02,13,2,0.82,13,145,0.46,0.57,0.48,0.81
,,,,,,,,,583.0,0.0,64.0,208.0,mobile,20,0.23,0.14,2,4,0.82,10,87,0.36,0.62,0.41,0.36
,,,,,,,,,979.0,0.0,224.0,427.0,web,21,0.46,0.03,20,9,0.38,9,142,0.78,0.7,0.55,0.76
,,,,,,,,,38.0,0.0,2.0,23.0,mobile,79,0.18,0.09,7,9,0.34,5,63,0.72,0.45,0.46,0.59
,,,,,,,,,2161.0,0.0,389.0,749.0,mobile,67,0.35,0.15,1,7,0.94,7,45,0.35,0.34,0.74,0.27
,,,,,,,,,68.0,0.0,4.0,33.0,mobile,48,0.26,0.13,3,0,0.24,7,121,0.4,0.8,0.67,0.34
,,,,,,,,,3979.0,402.0,461.0,1021.0,mobile,52,0.12,0.14,20,3,0.79,16,175,0.36,0.83,0.43,0.95
,,,,,,,,,149.0,0.0,4.0,55.0,web,29,0.24,0.05,12,0,0.24,8,140,0.77,0.15,0.04,0.22
,,,,,,,,,32081.0,575.0,4670.0,11178.0,mobile,69,0.21,0.02,5,0,0.87,20,173,0.76,0.95,0.34,0.15
,,,,,,,,,2374.0,4.0,1267.0,397.0,mobile,77,0.37,0.03,12,4,0.92,15,31,0.54,0.93,0.32,0.08
,,,,,,,,,979.0,8.0,243.0,265.0,mobile,79,0.48,0.08,3,5,0.44,12,17,0.79,0.87,0.09,0.88
,,,,,,,,,1735.0,96.0,339.0,456.0,mobile,59,0.21,0.12,20,0,0.26,13,135,0.88,0.42,0.3,0.67
,,,,,,,,,984.0,10.0,287.0,225.0,mobile,40,0.42,0.02,5,5,0.58,18,87,0.88,0.84,0.99,0.12
,,,,,,,,,42.0,0.0,12.0,20.0,mobile,47,0.12,0.1,1,4,0.44,19,16,0.89,0.63,0.82,0.77
,,,,,,,,,63.0,30.0,0.0,14.0,mobile,30,0.32,0.05,16,3,0.53,23,77,0.81,0.21,0.8,0.63
,,,,,,,,,45.0,0.0,0.0,25.0,mobile,74,0.13,0.05,9,9,0.73,13,71,0.43,0.77,0.84,0.99
,,,,,,,,,791.0,2.0,372.0,155.0,web,53,0.47,0.1,10,4,0.37,21,156,0.33,0.41,0.87,0.51
,,,,,,,,,120.0,0.0,32.0,51.0,web,27,0.41,0.07,10,7,0.49,13,116,0.79,0.29,0.33,0.52
,,,,,,,,,13.0,0.0,0.0,8.0,web,78,0.36,0.12,13,8,0.83,7,33,0.49,0.88,0.32,0.25
,,,,,,,,,4494.0,13.0,585.0,1487.0,mobile,41,0.43,0.02,16,1,0.72,20,143,0.5,0.86,0.34,0.19
,,,,,,,,,24.0,0.0,2.0,12.0,web,27,0.36,0.12,20,5,0.46,17,145,0.34,0.86,0.82,0.73
,,,,,,,,,22.0,0.0,4.0,12.0,mobile,68,0.49,0.01,4,2,0.73,21,162,0.73,0.86,0.8,0.37
,,,,,,,,,2292.0,2.0,300.0,968.0,web,34,0.39,0.03,14,1,0.81,8,98,0.56,0.55,0.02,0.72
,,,,,,,,,45.0,0.0,12.0,21.0,mobile,36,0.47,0.1,17,0,0.67,13,116,0.42,0.62,0.95,0.77
,,,,,,,,,6636.0,10.0,1147.0,2435.0,mobile,79,0.31,0.13,5,3,0.39,13,50,0.69,0.95,0.29,0.9
,,,,,,,,,502.0,2.0,60.0,152.0,mobile,42,0.15,0.04,13,7,0.2,22,119,0.89,0.13,0.63,0.43
,,,,,,,,,6561.0,15.0,1002.0,2777.0,web,43,0.31,0.05,3,2,0.84,18,140,0.6,0.81,0.64,0.1
,,,,,,,,,2859.0,40.0,865.0,740.0,mobile,64,0.15,0.08,5,4,0.86,24,18,0.66,0.53,0.11,0.02
,,,,,,,,,2085.0,34.0,413.0,729.0,mobile,38,0.34,0.03,16,9,0.76,7,91,0.4,0.98,0.7,0.29
,,,,,,,,,3244.0,76.0,186.0,1175.0,mobile,24,0.29,0.12,19,4,0.26,8,103,0.4,0.64,0.53,0.93
,,,,,,,,,16697.0,226.0,7547.0,3511.0,mobile,51,0.35,0.12,19,4,0.67,5,142,0.57,0.16,0.61,0.75
,,,,,,,,,274.0,4.0,14.0,102.0,mobile,63,0.1,0.02,17,8,0.86,22,125,0.81,0.82,0.45,0.56
,,,,,,,,,3338.0,30.0,1015.0,935.0,mobile,20,0.18,0.07,18,7,0.51,8,169,0.85,0.67,0.8,0.24
,,,,,,,,,193.0,4.0,10.0,79.0,mobile,42,0.3,0.12,18,7,0.36,14,36,0.69,0.15,0.64,0.71
,,,,,,,,,39.0,0.0,6.0,20.0,web,56,0.48,0.05,23,0,0.67,8,161,0.52,0.01,0.19,0.74
,,,,,,,,,3369.0,45.0,556.0,1590.0,web,27,0.25,0.09,8,0,0.86,21,175,0.75,0.54,0.75,0.23
,,,,,,,,,23.0,0.0,2.0,14.0,mobile,32,0.27,0.01,18,1,0.24,12,153,0.48,0.24,0.5,0.71
,,,,,,,,,2385.0,32.0,369.0,764.0,mobile,27,0.39,0.09,9,7,0.68,23,152,0.43,0.87,0.04,0.12
,,,,,,,,,2462.0,0.0,235.0,767.0,web,76,0.34,0.02,19,9,0.71,13,34,0.78,0.25,0.39,0.1
,,,,,,,,,663.0,12.0,133.0,173.0,mobile,42,0.22,0.12,10,0,0.68,20,13,0.75,0.66,0.4,0.06
,,,,,,,,,905.0,2.0,250.0,265.0,mobile,62,0.26,0.05,2,3,0.72,19,41,0.83,0.35,0.8,0.81
,,,,,,,,,11147.0,696.0,2303.0,3156.0,mobile,20,0.19,0.04,17,8,0.71,24,44,0.65,0.35,0.23,0.27
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,64,0.49,0.13,24,1,0.3,20,39,0.84,0.18,0.45,0.6
,,,,,,,,,26.0,0.0,2.0,17.0,web,70,0.15,0.01,13,2,0.39,16,112,0.32,0.5,0.05,0.14
,,,,,,,,,2700.0,54.0,922.0,730.0,web,43,0.25,0.06,11,5,0.7,22,121,0.45,0.58,0.88,0.44
,,,,,,,,,374.0,7.0,0.0,162.0,web,54,0.11,0.06,16,9,0.21,11,58,0.78,0.58,0.44,0.03
,,,,,,,,,910.0,76.0,202.0,174.0,mobile,43,0.19,0.04,20,2,0.71,20,103,0.55,0.86,0.86,0.86
